"codename","card_codename","set_codename","en_flavor","cn_flavor","illustrator","position","quantity","released_by"
"04001","frame_job","opening_moves","""Bioroid intrusion isn't impossible, despite the bluster of Haas-Bioroid. But it is dangerous."" -Noise","“尽管哈斯生化夸下海口，不过生化人叛乱并非不可能。只是这非常危险。” —噪音","Gong Studios","1","3","fantasy_flight_games"
"04002","pawn","opening_moves","","","Liiga Smilshkalne","2","3","fantasy_flight_games"
"04003","rook","opening_moves","","","Gong Studios","3","3","fantasy_flight_games"
"04004","hostage","opening_moves","","","Matt Zeilinger","4","3","fantasy_flight_games"
"04005","gorman_drip_v1","opening_moves","Simple in principle, a drip virus drains fractions of currency from their accounts into yours.","原理很简单，水滴病毒会从他们的账户把资金碎片吸入你的账户。","Shawn Ye Zhongyi","5","3","fantasy_flight_games"
"04006","lockpick","opening_moves","""I originally designed it for someone else, but it was so useful I decided to keep it for myself."" -Kate ""Mac"" McCaffrey","“一开始我是为别人设计的这个，但它太好用了，所以我决定自己留着。” —凯特·“麦克”·麦卡弗瑞","Gong Studios","6","3","fantasy_flight_games"
"04007","false_echo","opening_moves","""What if this ice wants to be free?"" -Rielle ""Kit"" Peddler","“如果这防火墙想得到自由呢？” —芮尔·“姬特”·佩德拉","Anna Ignatieva","7","3","fantasy_flight_games"
"04008","motivation","opening_moves","Normal people-sane people-do not embark on a life of cybercrime. Who can say what motivates the deranged mind? An imagined slight, personal failings blamed on external forces, or the ever-popular lust for money? -Michael Muhama, Musings on Cybercrime","正常的人—理智的人—是不会从事数字犯罪的。谁能说清是什么驱动着疯狂的头脑？想象中的被轻视，归咎于外因的个体挫败，抑或是对金钱永无止尽的渴望？ —迈克尔·穆哈马，《数字犯罪沉思录》","JuanManuel Tumburus","8","3","fantasy_flight_games"
"04009","john_masanori","opening_moves","""I've been logging online with babes all day. Don't worry, the connections are clean. I guarantee it.""","“我整天都在线和这些妞儿们聊呢。别担心，关系很清白，我保证。”","Zefanya Langkan Maega","9","3","fantasy_flight_games"
"04010","project_ares","opening_moves","Who wants to start a war?","谁想开战？","Emilio Rodríguez","10","3","fantasy_flight_games"
"04011","next_bronze","opening_moves","NEXT Design's ice provides the discerning business with a suite of ice that creates a daunting security presence for intruders.","次级方案的防火墙产品是一套让入侵者望而却步的安全防火墙，为您提供慧眼之选。","Ed Mattinian","11","3","fantasy_flight_games"
"04012","celebrity_gift","opening_moves","When Miranda Rhapsody showed up with a teacup giraffe, suddenly everybody wanted one.","当米兰达·瑞普瑟迪展示出茶具般大小的长颈鹿时，顿时人人都想要一只。","Matt Zeilinger","12","3","fantasy_flight_games"
"04013","himitsu_bako","opening_moves","Himitsu-Bako is a simple ice barrier that appears as a digital puzzle box. What makes it special is the ease with which it can be uninstalled and installed in a different server, throwing up barriers in unexpected places and giving any intruder a curious feeling of déjà vu.","奥秘箱是一个看起来类似数字化谜盒的普通屏障防火墙。特殊的地方在于它能随意地卸载并安装到另一台服务器，在出其不意的位置架起屏障，给予入侵者一种奇特的既视感。","Andrew Mar","13","3","fantasy_flight_games"
"04014","character_assassination","opening_moves","""The thing about journalism is there's always a better story around the corner. Soon, they smelled blood elsewhere, and the world forgot about me. But I didn't forget."" -The Professor","“新闻工作的要诀就是在街头巷尾总能找到更好的故事。很快，他们就会在别处发现热点，然后世界就忘了你。但我并没有忘记。” —教授","Mike Nesbitt","14","3","fantasy_flight_games"
"04015","jackson_howard","opening_moves","""It is my job to ensure our creations are the perfect companions and edutainment for tomorrow's consumers.""","“确保我们的产品成为未来消费者们最佳的伴侣和教育娱乐方式，是我的职责。”","JuanManuel Tumburus","15","3","fantasy_flight_games"
"04016","invasion_of_privacy","opening_moves","","","Del Borovic","16","3","fantasy_flight_games"
"04017","geothermal_fracking","opening_moves","Pumping water into deep sea thermal vents produced huge amounts of energy. A profitable side effect.","把水灌入深海的地热口会产生大量能量。一种有利可图的副作用。","Mike Nesbitt","17","3","fantasy_flight_games"
"04018","swarm","opening_moves","","","Ed Mattinian","18","3","fantasy_flight_games"
"04019","cyberdex_trial","opening_moves","Your free trial expired. Upgrade to the full version?","您的免费试用已经过期。是否升级到完整版？","J. Zhang","19","3","fantasy_flight_games"
"04020","grim","opening_moves","""The Grim of legend was one of many so-called 'black dog' myths common to Gaelic and English-speaking communities. What's fascinating is that it has propagated to the network, where it lives on as a program that, or so the story goes, hunts for the unwary."" -The Professor","“传说中的犬灵是众多'黑狗'神话中的一例，常见于盖尔语和英语社会群体。有意思的是，当它被传播到网上，作为一个程序存在时，它仍像故事里写的那样，继续猎捕着粗心大意的人。” —教授","Liiga Smilshkalne","20","3","fantasy_flight_games"
"07001","argus_security_protection_guaranteed","order_and_chaos","We Never Sleep.","永世警醒。","Emilio Rodríguez","1","3","fantasy_flight_games"
"07002","gagarin_deep_space_expanding_the_horizon","order_and_chaos","Sic Itur Ad Astra.","飞向群星。","Emilio Rodríguez","2","3","fantasy_flight_games"
"07003","titan_transnational_investing_in_your_future","order_and_chaos","The Way Forward.","一路向前。","Emilio Rodríguez","3","3","fantasy_flight_games"
"07004","firmware_updates","order_and_chaos","","","Ed Mattinian","4","3","fantasy_flight_games"
"07005","glenn_station","order_and_chaos","","","Dawn Carlos","5","3","fantasy_flight_games"
"07006","government_takeover","order_and_chaos","It is essential to liberate a populace from tyranny before that tyranny takes root.","暴政扎根之前，必须将民众从中解放。","Matt Zeilinger","6","3","fantasy_flight_games"
"07007","high_risk_investment","order_and_chaos","""Trust me. I know what I'm doing.""","“相信我，我知道我在做什么。”","Kate Laird","7","3","fantasy_flight_games"
"07008","constellation_protocol","order_and_chaos","""With distributed systems, assets can be realigned with no loss of efficiency."" -William Knuth, The Tower of Babbage","“有了分布式系统，重组资产不再损失效能。” —威廉·克努特，《巴贝奇之塔》","Adam S. Doyle","8","3","fantasy_flight_games"
"07009","mark_yale","order_and_chaos","""This is a one-of-a-kind opportunity…""","“这可是绝无仅有的机遇…”","Ralph Beisner","9","3","fantasy_flight_games"
"07010","space_camp","order_and_chaos","Future leaders start here.","未来领袖由此起航。","Matt Zeilinger","10","3","fantasy_flight_games"
"07011","the_board","order_and_chaos","No one on the board knows everyone on it.","董事会里总有陌生面孔。","Maciej Rebisz","11","3","fantasy_flight_games"
"07012","asteroid_belt","order_and_chaos","His belt of stone did shake and shatter.","系腰撼兮石迸陨。","Seage","12","3","fantasy_flight_games"
"07013","wormhole","order_and_chaos","As through the door of light he came.","越光扉兮彼降临。","Seage","13","3","fantasy_flight_games"
"07014","nebula","order_and_chaos","He bent his bow of stellar matter.","星荟蔚兮弓满引。","Seage","14","3","fantasy_flight_games"
"07015","orion","order_and_chaos","And seeking prey he then took aim.","觅矢标兮发必擒。","Seage","15","3","fantasy_flight_games"
"07016","builder","order_and_chaos","","","Liiga Smilshkalne","16","3","fantasy_flight_games"
"07017","checkpoint","order_and_chaos","""I passed right through one once. It didn't seem to do anything at first. It wasn't until I jacked out that I realized they were busting down the door of my apartment."" -Valencia Estevez","“有次我直接通过了一个，它刚开始似乎没有动静。等我退出潜袭，才意识到他们正在突破我公寓的大门。” —瓦伦西娅·埃斯特韦兹","Lili Ibrahim","17","3","fantasy_flight_games"
"07018","fire_wall","order_and_chaos","""Definitely a literalist."" -Liz Campbell, VP Project Security","“绝对是咬文嚼字” —防卫项目副总裁，莉兹·坎贝尔","Ed Mattinian","18","3","fantasy_flight_games"
"07019","searchlight","order_and_chaos","","","Simon Weaner","19","3","fantasy_flight_games"
"07020","housekeeping","order_and_chaos","","","Tey Bartolome","20","3","fantasy_flight_games"
"07021","patch","order_and_chaos","Update 1.1:
-Fixes some stability issues. //maybe","1.1 更新：
-修复了一些稳定性问题。//或许","Andreas Zafiratos","21","3","fantasy_flight_games"
"07022","traffic_accident","order_and_chaos","""Traffic was murder.""","“交通就是要命。”","Alex Kim","22","3","fantasy_flight_games"
"07023","satellite_grid","order_and_chaos","","","Maciej Rebisz","23","3","fantasy_flight_games"
"07024","the_twins","order_and_chaos","Anything worth doing is worth doing twice.","值得去做的事情值得再做。","Antonio De Luca","24","3","fantasy_flight_games"
"07025","sub_boost","order_and_chaos","""It's fun watching them derez after hitting Enigma."" -Grace Lamarr, Freelance Security Expert","“看着他们撞上谜团之后被迫退出真是有趣。” —独立防卫专家，格雷斯·拉马尔","Smirtouille","25","3","fantasy_flight_games"
"07026","dedicated_technician_team","order_and_chaos","Have you tried turning it off and on again?","","Crystal Ben","26","3","fantasy_flight_games"
"07027","cyberdex_virus_suite","order_and_chaos","","","Ed Mattinian","27","3","fantasy_flight_games"
"07028","edward_kim_humanitys_hammer","order_and_chaos","""My only regret is that androids cannot feel my hate.""","“我唯一的遗憾便是安卓人无法感受我的憎恨。”","Adam Schumpert","28","3","fantasy_flight_games"
"07029","maxx_maximum_punk_rock","order_and_chaos","""**** you, mother******!""","“我*你妈*！”","Adam Schumpert","29","3","fantasy_flight_games"
"07030","valencia_estevez_the_angel_of_cayambe","order_and_chaos","""Everyone deserves a chance. Everyone.""","“每个人都应当有机会，无论谁。”","Adam Schumpert","30","3","fantasy_flight_games"
"07031","amped_up","order_and_chaos","""The human brain only uses like a quarter of its capacity anyway, right?"" -MaxX","“人类大脑的能力顶多开发了四分之一，对吧？” —麦斯X","Wylie Beckert","31","3","fantasy_flight_games"
"07032","i_ve_had_worse","order_and_chaos","","","Matt Zeilinger","32","3","fantasy_flight_games"
"07033","itinerant_protesters","order_and_chaos","No one knows what they want-least of all them.","没人知道自己想要什么—尤其是他们。","Adam Schumpert","33","3","fantasy_flight_games"
"07034","showing_off","order_and_chaos","","","Adam Schumpert","34","3","fantasy_flight_games"
"07035","wanton_destruction","order_and_chaos","","","Chris Newman","35","3","fantasy_flight_games"
"07036","day_job","order_and_chaos","""Hello thank you for vidding MegaBuy I'm Carol how can I help you.""","""您好感谢您视联美佳购我是卡萝请问您需要什么？""","Matt Zeilinger","36","3","fantasy_flight_games"
"07037","forked","order_and_chaos","","","Adam S. Doyle","37","3","fantasy_flight_games"
"07038","knifed","order_and_chaos","","","Adam S. Doyle","38","3","fantasy_flight_games"
"07039","spooned","order_and_chaos","","","Adam S. Doyle","39","3","fantasy_flight_games"
"07040","eater","order_and_chaos","Nom nom nom.","啊呜 啊呜 啊呜。","Adam S. Doyle","40","3","fantasy_flight_games"
"07041","gravedigger","order_and_chaos","""Once your sniffer finds the protocols the server uses to trash its own data, you can spoof those same protocols. It's quite the show."" -Ji ""Noise"" Reilly","“只要你的嗅探器找到了服务器用来销毁自身数据的协议，你就能仿冒出这样的协议，就会有好戏看了。” —吉·“噪音”·雷利","Hannah Christenson","41","3","fantasy_flight_games"
"07042","hivemind","order_and_chaos","""We built the network. But then the network evolved. Can we be sure that it is not alive?"" -g00ru","“我们建造了网络，可后来网络进化了，我们能确信它真不是生命吗？” —精神0袖","Donald Crank","42","3","fantasy_flight_games"
"07043","progenitor","order_and_chaos","","","Hannah Christenson","43","3","fantasy_flight_games"
"07044","archives_interface","order_and_chaos","A black box that makes data disappear forever.","一个能让数据永远消失的小黑匣。","Maciej Rebisz","44","3","fantasy_flight_games"
"07045","chop_bot_3000","order_and_chaos","There was a sickly smell coming from his closet. He hoped it was only a mouse this time.","“他的衣柜传来令人恶心的气味，他希望这回只是一只老鼠。”","Maciej Rebisz","45","3","fantasy_flight_games"
"07046","memstrips","order_and_chaos","""The trick is remembering which virus you loaded onto which strip. That's why I draw emoji on 'em. Then I just have to remember which emoji stands for which virus."" -Princess Space Kitten","“技巧是记住每根条上你载入了什么病毒，所以我在上面画了表情符号，这样我只要记住每个表情代表什么符号就行了。” —太空喵公主","Maciej Rebisz","46","3","fantasy_flight_games"
"07047","vigil","order_and_chaos","""Show me your faith without deeds, if you can.""","“将你没有行为的信心指给我看吧，若你可以。”","Lili Ibrahim","47","3","fantasy_flight_games"
"07048","human_first","order_and_chaos","""They showed me that I wasn't broken. I am still a whole human, no matter how many limbs I lose. The golems are our enemy, as well as anyone who values efficiency and profit more than a human life."" -Edward Kim","“他们让我知道自己还未破碎。不论我失去多少肢体，我依旧是个完整的人类。那些机器傀儡，以及任何把效率和利益看得比人命还重要的家伙，都是我们的仇敌。” —爱德华·金","Matt Zeilinger","48","3","fantasy_flight_games"
"07049","investigative_journalism","order_and_chaos","Her heart beat faster as her reader illuminated the records. It was all there. The pod had not been reprogrammed since the 14th, which meant that this was a case of gross negligence.","随着阅读器照亮，她的心越跳越快。就在这儿，豆荚从14日起就未被重新编写过，表明这是一次重大过失。","Lorraine Schleter","49","3","fantasy_flight_games"
"07050","sacrificial_clone","order_and_chaos","""Don't worry, me. You won't have to vertical park."" -Ji ""Noise"" Reilly","“别担心，我。你不需要垂直停车。” —吉·“噪音”·雷利","Matt Zeilinger","50","3","fantasy_flight_games"
"07051","stim_dealer","order_and_chaos","Her eyes were the color of dreams and disasters.","她的眸色如梦似祸。","Rovina Cai","51","3","fantasy_flight_games"
"07052","virus_breeding_ground","order_and_chaos","Scraps of code drifting around the network can congeal into pools of data. Within this primordial soup the code breaks, re-assembles, mutates. Evolves.","网域里漂浮的代码碎屑可以凝成数据池。代码在这原生汤里分裂，重组，变异。进化。","Eren Arik","52","3","fantasy_flight_games"
"07053","uninstall","order_and_chaos","Runner software is notoriously scratch-built and under-tested, and the shadow net has no tech support. It works, mostly, but sometimes a fresh install is just the ticket.","众所周知，潜袭者软件都是粗制滥造而缺乏测试的，并且地下网络没有技术支持。通常，它能用，但有时候一次全新的安装是必要的。","Andreas Zafiratos","53","3","fantasy_flight_games"
"07054","qianju_pt","order_and_chaos","""By the time you add in all of the options, you've spent about three times the base price. Of course, a lot of the systems are supposed to make you safer - if you can keep track of them.""","","Carolina Eade","54","3","fantasy_flight_games"
"07055","data_folding","order_and_chaos","""Sometimes I like to make origami cranes out of old newsrags. It helps me think, putting it back on the subconscious. I figure it's the same principle for my rig – keep it busy and it makes me a few creds for my trouble."" -Quetzal","“有时我爱用废报纸来叠纸鹤。清空大脑释放潜意识，有助于我思考。我觉得这道理也适用于我的基地—让它保持忙碌，它就会给我赚点小钱来排忧解难。” —绿咬鹃","Liiga Smilshkalne","55","3","fantasy_flight_games"
"33066","finality","parhelion","""My guilt is never to be doubted.""","“我的罪责是毋庸置疑的。”","Ferenc Patkós","66","3","null_signal_games"
"33067","katorga_breakout","parhelion","""I promised I would come back for you, no matter the cost.""
—Esâ Afontov","“我答应过会回来救你的，不惜一切代价。”
—艾萨·阿方托夫","Olie Boldador","67","3","null_signal_games"
"33068","raindrops_cut_stone","parhelion","With every step closer to their prize, Bankhar felt the ice slicing white-hot through their synapses. It was worth it.","随着与战利品步步接近，蒙獒感受到碎冰滑过其神经突触，烁出耀眼的炽热。但这值得。","Scott Uminga","68","3","null_signal_games"
"33069","time_bomb","parhelion","","","Anna Butova","69","3","null_signal_games"
"33070","abaasy","parhelion","Every piece of ice I see, I see Abaasy.","阿巴契寄宿在每一层我所见到的防火墙上。","Bruno Balixa","70","3","null_signal_games"
"33071","hush","parhelion","Quiet. I need to focus.","安静。我需要集中注意力。","Scott Uminga","71","3","null_signal_games"
"33072","nga","parhelion","Relinquish your foolish notions of control.","放弃你愚蠢的控制理念吧。","Bruno Balixa","72","3","null_signal_games"
"33073","num","parhelion","I give you understanding, that you might control that which would threaten you.","我赐予你们学识，你们可以用它来控制任何威胁。","Bruno Balixa","73","3","null_signal_games"
"33074","tsakhia_bankhar_gantulga","parhelion","""With these two by my side, Iʼve sworn never to fail. I can bear any pain so long as it has meaning.""","“有它俩在我身旁，我保证绝不失败。我可以承受任何痛苦，只要所执着之事有其意义。”","Dimik","74","3","null_signal_games"
"33075","concerto","parhelion","""Roslavetsʼ Concerto No. 2. Breakneck, brilliant, enchanting. The perfect finale for Virtuoso.""","“罗斯拉维茨第二协奏曲。致命，杰出，迷人。演奏大师的完美谢幕。”","Olie Boldador","75","3","null_signal_games"
"33076","reprise","parhelion","""I may bow like Iʼve accomplished the impossible, but the truth is itʼs not that hard.""
","“我可能会鞠躬，仿佛完成了看似不可能的成就，但事实是这并不难。”","Ferenc Patkós","76","3","null_signal_games"
"33077","poison_vial","parhelion","The poison cuts deeper than the blade.","毒药比利刃刺肉更深。","Ed Mattinian","77","3","null_signal_games"
"33078","wake_implant_v2a_jrj","parhelion","","","Zefanya Langkan Maega","78","3","null_signal_games"
"33079","zenit_chip_jz_2mj","parhelion","""Zenit implants help you focus on the important things.""
—Ampère holo-billboard","“天顶植入体帮助你专注重要的事情。”
—安培的全息广告牌","Martin de Diego Sádaba","79","3","null_signal_games"
"33080","tremolo","parhelion","A repeated note, the alternation of fingers, the rhythm of stitches... the resulting intensity is always the same.","重复的音符、灵动的手指、刺绣的韵律……所产生的音强总是别无二致。","Bruno Balixa","80","3","null_signal_games"
"33081","tunnel_vision","parhelion","""How could I pick a favorite? Theyʼre all good dogs.""
—Nyusha ""Sable"" Sintashta","“我选不出最喜欢的那只。他们都是乖狗狗。”
—纽纱·“黑貂”·辛塔什塔","Anthony Hutchings","81","3","null_signal_games"
"33082","asmund_pudlat","parhelion","","","Marlon Ruiz","82","3","null_signal_games"
"33083","info_bounty","parhelion","It was a relief, really, deciding on that one place in the world to definitely never visit again.","能在世界上找到一个我绝不会再来的地方，我说真的，这绝对是一种解脱。","Elliott Birt","83","3","null_signal_games"
"33084","spark_of_inspiration","parhelion","""The best ideas float to the top, if you give them time.""
—Ar<h1m3d3s  JAR","“给灵感一些时间，它会自己浮出水面。”
—阿碁来得·贾","Oliver Morit","84","3","null_signal_games"
"33085","hippocampic_mechanocytes","parhelion","To outsiders, it is ironic that no one in Ampère can remember who invented these little fellows. Within the company, this is considered normal.","外人在讥讽，安培竞没人记得是谁发明了这些小玩意儿。但在公司内部人员看来，这是再正常不过的事。","Ed Mattinian","85","3","null_signal_games"
"33086","basilar_synthgland_2kvj","parhelion","It isnʼt as enjoyable as coffee, but the effects are magnitudes stronger.","它不像咖啡那样令人愉快，但效果却好出几个量级。","Martin de Diego Sádaba","86","3","null_signal_games"
"33087","flux_capacitor","parhelion","""Are you telling me itʼs pronounced ʼgigawattsʼ?""
—Captain Padma Isbister","“你是说，它的功率量词念‘京’？”
—帕德玛·伊斯比斯特船长","Ed Mattinian","87","3","null_signal_games"
"33088","nanuq","parhelion","Nanuq never leaves, but instead waits, invisible, for the next hunt.","北极熊从不离开，而是潜伏伺机，等待下一场狩猎。","Adam S. Doyle","88","3","null_signal_games"
"33089","orca","parhelion","","","Jakuza","89","3","null_signal_games"
"33090","k2cp_turbine","parhelion","Every rig needs a power source. How about one with blades moving at Mach 2?","每台设备都需要一个动力源。这台桨叶转速2马赫的怎么样？","Ed Mattinian","90","3","null_signal_games"
"33091","world_tree","parhelion","Few constructs reach the Deep Net, but these old trees have stretched their roots further than once thought possible.","很少有结构能触及深网，但这些古树的根比想象中延伸得要远。","Liiga Smilshkalne","91","3","null_signal_games"
"33092","dr_nuka_vrolyck","parhelion","""There is another world under the waves, vanishing as we speak. I want to map it before itʼs gone.""","“海浪之下的另一个世界，正在我们谈话间消失。我想测绘它，趁还不算太晚。”","Dave Lee","92","3","null_signal_games"
"33093","nova_initiumia_catalyst_impetus","parhelion","I found my twin hidden away on Luna. Now we will never be apart.","我找到了被藏在月亮上的孪生体。现在我们再也不会分离了。","Ferenc Patkós","93","1","null_signal_games"
"33094","matryoshka","parhelion","She leads and they all follow.
Always there to back up her big sister.
Sheʼs a typical middle child, really.
Just as brave as his sisters.
Sheʼs little—but fierce.
Look at the little baby, even she helps!","她领导，其他人跟随。
一直以来都是大姐最强的后盾。
她是个典型的中间娃，真的。
和他的姐姐们一样勇敢。
她很小——但可凶了。
看这个小宝宝，甚至她都能帮上忙!","Ed Mattinian","94","6","null_signal_games"
"33095","thule_subsea_safety_below","parhelion","Join us. Safe, away from the crisis.","加入我们。安全，远离危险。","Kira L. Nguyen","95","1","null_signal_games"
"33096","ontological_dependence","parhelion","Bend the minds of those below you such that they will always need you, and loyalty is assured forever.","扭曲你底下人的心智，让他们无法离开你，这样才会保证永久的忠诚。","Oliver Morit","96","3","null_signal_games"
"33097","nightmare_archive","parhelion","Everyone remembers the first tape they archive.","每个人都记得自己存档的第一盘磁带。","Kira L. Nguyen","97","3","null_signal_games"
"33098","bloop","parhelion","As one, every monitoring device on the ship reverberated, emitting a noise so primordial, so titanic, it shook Padma to her core.
Daeg hissed.","它发出如此原始、如此极巨的噪音，回荡在船上的每一台监测装置中，直击帕德玛的核心。
戴格也发出了嘶嘶声。","Jakuza","98","3","null_signal_games"
"33099","pulse","parhelion","The sound welled up from the deep: throbbing, thumping, growing with every passing beat of their hearts.","声音从深处传来：伴随着他们的每一次心跳，颤动、砰击、渐响。","Jakuza","99","3","null_signal_games"
"33100","distributed_tracing","parhelion","Sometimes, they want you to know that they know.","有时候，他们想让你知道，他们什么都知道。","Kira L. Nguyen","100","3","null_signal_games"
"33101","hypoxia","parhelion","You think thatʼs air youʼre breathing now?","你以为你呼吸的是空气？","Ed Mattinian","101","3","null_signal_games"
"33102","djupstad_grid","parhelion","""Itʼs technically above our pay grade, but we know where our weapons come from. In Djupstad they wait, deep in thought, until we call upon them.""
—Aron Hendrik","“严格来说，这超出了我们的权限，但我们知道我们的武器来自何处。它们沉睡在久普斯塔德，直到我们唤醒它们。
—亚伦·亨德里克","Kira L. Nguyen","102","3","null_signal_games"
"33103","mr_hendrik","parhelion","Few employees know he exists. Even fewer know he is actually <em>three</em>.","只有少数员工知道他的存在。只有更少数的员工知道他其实是三个人。","Ferenc Patkós","103","3","null_signal_games"
"33104","issuaq_adaptics_sustaining_diversity","parhelion","Bringing Mother Nature up to speed.","让自然母亲与时俱进。","Emilio Rodríguez","104","1","null_signal_games"
"33105","hybrid_release","parhelion","""By disabling their bodiesʼ ability to create a variety of necessary enzymes, weʼve ensured their loyalty to us. If they donʼt return for supplements every month, they die; simple as that.""
—Dr. Vientiane Keeling","“通过阻断它们身体产生各种必要酶的能力，我们确保了它们的忠诚。如果它们不每月回来进行补给，它们就会死；就是这么简单。”
—万象·基林博士","Marlon Ruiz","105","3","null_signal_games"
"33106","dr_vientiane_keeling","parhelion","Her numbers never lie, but she doesnʼt write the words that accompany them.","她的数字从不说谎，但解释性文字却不是由她来书写的。","Dimik","106","3","null_signal_games"
"33107","reaper_function","parhelion","There is an elegance to its blade and stride, but with it comes a screaming whirlwind.","其镰刃和步态显露出一种优雅，但随之而来的是呼啸的旋风。","Adam S. Doyle","107","3","null_signal_games"
"33108","hafrun","parhelion","Hafrún has lived through generations of changes in the Net, and now there are whispers that something from the deep is making it anxious.","明蛤经历了几代网络的变迁，但现在有传言说，某种来自海洋深处的东西正使它感到焦躁不安。","Jack Reeves","108","3","null_signal_games"
"33109","vampyronassa","parhelion","""Matt, thereʼs something big heading your way. Matt, are you hearing me? Matt? Oh no.""
—Moth","“马特，有个大家伙朝你这儿过来了。马特，你有在听吗？马特？哦不。”
—蛾子","Ed Mattinian","109","3","null_signal_games"
"33110","simulation_reset","parhelion","""The worst part about failed experiments? The queue for the incinerator.""
—Overheard in the Issuaq Adaptics cafeteria.","“你知道失败实验最糟糕的部分是什么吗？是等待焚化炉的队伍。”
—伊雪克适应体公司食堂的流言蜚语","Anthony Hutchings","110","3","null_signal_games"
"33111","nanisivik_grid","parhelion","Here, at the edge of the habitable world, they extract the future from the bones of the past.","在这里，宜居世界的边缘，他们从过去的骸骨中萃取出未来。","Emilio Rodríguez","111","3","null_signal_games"
"33112","freedom_of_information","parhelion","""An FOI request? No problem! Please fill out all details. Youʼd like to make an anonymous request? Iʼm sorry: absolutely not.""","“一个信息自由请求？没问题！请将个人信息填写完整。你想提出一个匿名请求？我很抱歉：这绝无可能。”","Zefanya Langkan Maega","112","3","null_signal_games"
"33113","post_truth_dividend","parhelion","""Hey kiddo, remember what Daddy says about lying?""
""ʼOnly when you can get away with it!ʼ""","“嘿小家伙，还记得爸爸说过，撒谎的后果吗？”“‘没人发现就没事！’”","Wyn Lacabra","113","3","null_signal_games"
"33114","gaslight","parhelion","Donʼt you remember?","你不记得了吗？","Olie Boldador","114","3","null_signal_games"
"33115","vera_ivanovna_shuyskaya","parhelion","""People donʼt think in facts, they think in stories. We just tidy up that information to hasten the process.""","“人们不是根据事实思考，他们根据故事思考。我们只是整理这些信息来加速这一过程。”","Mauricio Herrera","115","3","null_signal_games"
"33116","klevetnik","parhelion","SCANNING... ASSEMBLING INSULT!","扫描中……侮辱语言开始装填！","Bruno Balixa","116","3","null_signal_games"
"33117","unsmiling_tsarevna","parhelion","","","BalanceSheet","117","3","null_signal_games"
"33118","nonequivalent_exchange","parhelion","""Oh, the text on these is endless. Just tap accept and you can read it later if you want.""","“哦，条款文本没完没了。点一下同意就行，剩下的你可以等会慢慢看。”","Dimik","118","3","null_signal_games"
"33119","shipment_from_vladisibirsk","parhelion","""Donʼt look at the crates.""","“别盯着货箱。”","Ferenc Patkós","119","3","null_signal_games"
"33120","regulatory_capture","parhelion","This was a criminal offense. Now itʼs an option for business.","这曾是犯罪行为。但现在成了一种商业手段。","Wyn Lacabra","120","3","null_signal_games"
"33121","kimberlite_field","parhelion","""Weylandʼs synthetic diamonds cost less than naturals... so what are they really digging for here?""
—Captain Padma Isbister","“威兰的合成钻石成本远低于天然钻石……所以他们到底在这里挖什么?”
—帕德玛·伊斯比斯特船长","Vitalii Ostaschenko","121","3","null_signal_games"
"33122","hostile_architecture","parhelion","When implemented at this sort of scale, these practices can keep away far more than a few unwanted citizens.","当实施规模达到如此程度时，能驱赶的闲人就不止这么几个了。","Dimik","122","3","null_signal_games"
"33123","superdeep_borehole","parhelion","""They just keep drilling down, no matter what...""
—Valentina Ferreira","“他们只是继续往下钻，不顾一切……”
—瓦伦蒂娜·费雷拉","Vitalii Ostaschenko","123","3","null_signal_games"
"33124","anvil","parhelion","Waiting for the next blow to land.","等待下一个捶击落地。","Scott Uminga","124","3","null_signal_games"
"33125","end_of_the_line","parhelion","Under northern skies Sundog had lived all his life, and under them he would die.","幻日于北方天空之下度过了一生，也将于此长眠。","Olie Boldador","125","3","null_signal_games"
"33126","yakov_erikovich_avdakov","parhelion","They say the Butcher of Siberia keeps the best cuts for himself.","他们说，西伯利亚的屠夫总会把最好的肉割下留给自己。","Dave Lee","126","3","null_signal_games"
"33127","zato_city_grid","parhelion","Getting in is hard. Getting out requires a death certificate.","进去已经很难。出来则需要提供死亡证明","Vitalii Ostaschenko","127","3","null_signal_games"
"33128","ampere_cybernetics_for_anyone","parhelion","Affordable, Effective, and Uncompromising.","实惠、强效、毫不妥协。","Emilio Rodríguez","128","1","null_signal_games"
"11101","sifr","quorum","","","Yog Joshi","101","3","fantasy_flight_games"
"11102","sunya","quorum","Open yourself to the universe.","接纳万有。","Lale Ann","102","3","fantasy_flight_games"
"11103","recon_drone","quorum","""A little birdie told me..."" -Khan","“有只小鸟告诉我…” —可汗","Matt Zeilinger","103","3","fantasy_flight_games"
"11104","tapwrm","quorum","","","Donald Crank","104","3","fantasy_flight_games"
"11105","tracker","quorum","""Everything leaves a ripple in cyberspace. If you can find the ripples, nothing can hide."" -Khan","“所有东西都会在赛博空间留下涟波。如果你能找到涟波，任何东西都藏不住。” —可汗","Alexandr Elichev","105","3","fantasy_flight_games"
"11106","aaron_marron","quorum","""You want to do business in Los Pistoleros turf, then you gotta deal with me.""","“你要想在枪客帮的地盘上做生意，就得先跟我商量。”","Aurore Folny","106","3","fantasy_flight_games"
"11107","encore","quorum","","","Aurore Folny","107","3","fantasy_flight_games"
"11108","fawkes","quorum","Faster than the eye can follow.","手比眼快。","Shawn Ye Zhongyi","108","3","fantasy_flight_games"
"11109","peace_in_our_time","quorum","","","Alexandr Elichev","109","3","fantasy_flight_games"
"11110","sensor_net_activation","quorum","","","Samuel Leung","110","3","fantasy_flight_games"
